sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
33272,2017,"(Studio: Anderson Cooper) What President Trump said today about Russia expelling US diplomats in response to economic sanctions against Russia for meddling in the election introduced. [TRUMP&nbsp- thanks Russian President Vladimir Putin because we are cutting down on payroll.](Studio: Anderson Cooper) Live discussion continued with CNN's retired Adm John Kirby, retired Gen. Mark Hertling, Gloria Borger & former CIA/FBI official Philip Mudd about Trump & Russia. [KIRBY, MUDD, HERTLING, BORGER&nbsp- offer views on Trump's response to Putin's actions so it hurts our ability to serve the national interest so many Russians citizens are losing work, what it means to American employees who serve the government, how we are losing intelligence in Russia, how Trump did not support the sanctions nor take further actions against Russia.]",837,6050,340,45597133,45435454,45596899,international,international,national,hard,hard,hard,hard,hard,NA,international
32082,2017,"(Studio: Anderson Cooper) .(Atlanta: Drew Griffin) The views of a leader of the white nationalism movement that mirrored what Trump said later in the day featured; their posts in response to what President Trump said quoted. [In Tuesday interview, """"""""American Renaissance"""""""" editor Jared TAYLOR- says Trump's first statement was accurate; explains how he is a """"""""white advocate,"""""""" how the counter-demonstrators caused the problems.] The parallels from Trump's speech & what Taylor said shown. How Taylor wants an apartheid-style America & how the support for the movement is secret, but growing, & what the """"""""New York Times"""""""" is saying discussed.",644,6050,360,45366825,45435454,45598054,national,national,national,hard,hard,hard,hard,hard,national,national
32479,2017,"(Studio: Anderson Cooper) The protests outside Trump Tower in New York City against President Trump's handling of the racist violence in Charlottesville, Virginia, & new video of the car crashing into the crowd of counter-protesters in Charlottesville, Virginia, on Saturday shown.(Studio: Anderson Cooper) Live discussion held with CNN's Harvard Divinity School's Cornel West & Paris Dennard about what happened at the marches in Charlottesville. [WEST&nbsp- offers views on the neo-fascist march, a two-day low moment in American history with a president with no moral credibility, how the president is lying.] [DENNARD&nbsp- offers views on Trump disavowing David Duke, what he said today.] [DENNARD, WEST&nbsp- bicker about Trump & the truth & Steve Bannon, whether there was violence """"""""on many sides"""""""" on Saturday, as Trump said, the information on the violence in Charlottesville.] Other material: [In CNN interview, TRUMP&nbsp- says he knows nothing about David Duke & white supremacy.]",993,6050,910,45602575,45535857,45369365,national,national,national,hard,hard,hard,hard,hard,national,national
37621,2017,"(Studio: David Muir) .(Capitol Hill: Mary Bruce) President Trump's introduction of the new Republican tax plan examined; details given about proposed savings with statistics, including cuts in corporate taxes & the cost over a decade, cited, the elimination of many tax breaks, including cuts in state/local tax deductions. [TRUMP, Representatives Kevin BRADY, Roger MARSHALL, Speaker of the House Paul RYAN, Senator Chuck SCHUMER, Representatives Dave BRAT, Peter KING&nbsp- comment on taxes & the proposals.] [TRUMP&nbsp- speaks about deficits.] Whether Republicans will be able to get the bill passed discussed.",615,6050,240,45458663,45663127,45544389,national,national,national,hard,hard,hard,hard,hard,national,national
29374,2017,"(Studio: Tom Llamas) .(New York: Gio Benitez) The first account of the collision of the US Navy ship the Fitzgerald & a cargo ship, the ACX Crystal, off the coast of Japan featured; photos of seven sailors who died & the damaged ship shown. [USS Bulkeley retired Navy Cmdr. Bryan McGRATH- says there is gross negligence involved.]",331,6050,80,45652036,45597133,45541215,national,international,national,hard,hard,hard,hard,hard,NA,national
33074,2017,"(Studio: Anderson Cooper) A tweet from Preet Bharara, a US attorney fired by President Trump, on the firing of FBI director James Comey quoted; photos shown of Trump meeting with Russian officials & Henry Kissinger.(Studio: Anderson Cooper) Live discussion held with CNN's Carl Bernstein & David Gergen about the Comey firing. [BERNSTEIN, GERGEN&nbsp- offer views on Trump impeding a national security investigation with Russia trying to destabilize the US, the """"""""echoes of Watergate"""""""" with the firing of the man in charge of the investigation, the issues of Trump's tax records & what national security director Michael Flynn did, the need to do the investigating carefully, the Nixon impeachment.]",699,6050,510,45602016,45596899,45660870,national,national,national,hard,hard,hard,hard,hard,national,national
30331,2017,"(Studio: David Muir) .(FBI: Pierre Thomas) ABC News exclusive report on the FBI revealing to President Trump's sons, Don, Jr. & Eric, that foreign hackers tried to break into the Trump organization computers while son-in-law Jared Kushner is under FBI scrutiny for his contacts with Russians reviewed. [ABC counterterrorism analyst Matthew OLSEN- explains why people want to hack into the Trump business & why Kushner is being talked to.] [At hearings, former CIA director John BRENNAN- comments on Kushner's contacts.]",521,6050,170,45703268,45599360,45602930,national,national,national,hard,hard,hard,hard,hard,national,national
35702,2017,"(Studio: Anderson Cooper) Earlier phone interview held with Tina Palmer, mother of Sgt. Dillon Baldridge, who died in Afghanistan; many family photos shown. [PALMER&nbsp- talks about her soldier son. her """"""""amazing"""""""" meeting with Vice President Mike Pence & call from President Trump, the issue of the president's calls to the families.]",337,6050,290,45435454,45547592,45418775,national,international,international,hard,hard,hard,hard,hard,NA,international
34184,2017,"(Studio: John Berman) .(State Department: Elise Labott) The background to tomorrow's meeting at the G20 summit between President Trump & Russian President Vladimir Putin examined; details given about the advisers' advice on the meeting & who will be at the meeting. [Secretary of State Rex TILLERSON&nbsp- wonders about Russian intentions.] Tillerson's statement on the meeting issues & Putin's criticism of US trade policies discussed. [In speech, TRUMP&nbsp- urges Russia to cease destabilizing activities.](Studio: John Berman) Live discussion held with CNN's former Kerry chief of staff John Finer, Jill Dougherty & Steve Hall about the meeting. [FINER, DOUGHERTY, HALL&nbsp- offer views on how to handle a meeting with Putin, the problem of no overarching policy for Russia & the """"""""optics"""""""" of the power dynamics of the two men, the view of the Russian media, the need for Trump to be firm with Putin, how both sides may view this kind of meeting, how Putin is skilled & cannot be intimidated.]",999,6050,560,45278443,45596899,45644188,international,international,international,hard,hard,hard,hard,hard,international,international
33749,2017,"(Studio: Anderson Cooper; London: Matthew Chance) A """"""""bucket"""""""" bomb explosion attack on the London train system in Britain with concern about another terrorism attack after with ISIS claiming responsibility with no evidence of that yet, the nature of this """"""""ambitious"""""""" bomb discussed; scenes & photos shown of the subway car & from the tracks.(Studio: Anderson Cooper) Live discussion held with CNN's terrorism analyst Paul Cruickshank & former Representative Mike Rogers about the terrorism bombing. [CRUICKSHANK&nbsp- offer views on how this was a dud bomb that might have gone off prematurely, the extensive surveillance video in Britain, the military presence to assist police.] [ROGERS&nbsp- offer views on the problems with the bomb indicating a lone wolf terrorist, the technical problems in tracking videos, what raising the threat level means, on President Trump's tweet that was not helpful.] Other material: [British Prime Minister Theresa MAY&nbsp- says the national threat level has been raised to critical.] The tweet from President Trump quoted.(Studio: Anderson Cooper) An earlier interview held with New York City NYPD counterrrorism bureau Chief James Waters about city security after London bombing. [WATERS- explains increasing the security measures based on information from our partners in Britain as with what is learned about the bombing, the need for a balance between security & privacy, the rationale for security measures, the message for New Yorkers.]",1482,6050,890,45602016,45598054,24043308,international,international,international,hard,hard,hard,hard,hard,international,international
37123,2017,"(Studio: Kate Snow) A series on opioid addiction called """"""""One Nation Overdosed"""""""" introduced.(Salt Lake City: Kate Snow) The impact of opioid addiction on the children of addicts examined; scenes shown from a Salt Lake City hospital where addicted babies are treated; details given about the Steele family's drug problems & the legal & medical ramifications. [Kid Hagen STEELE‡- talks about why he missed school, caring for two younger brothers.] [Utah Valley Hospital Dr. Stephen MINTON‡- talks about the addicted babies.] [Father & stepmother Stetson & Sami STEELE‡- talk about Hagen & the siblings with drugs in their system.](Studio: Kate Snow) Further coverage of this series across NBC programs noted.",706,6050,270,45435454,45600653,45602930,national,national,local,hard,hard,hard,hard,hard,NA,national
34847,2017,"(Studio: Anderson Cooper) What President Trump said in a Sirius radio interview about President Andrew Jackson introduced. [Voice of TRUMP&nbsp- says my campaign is most like that of Andrew Jackson & if he lived, he could have prevented the Civil War.](Studio: Anderson Cooper) Live discussion held with CNN's Charles Blow & Trump supporter Jeffrey Lord about Trump on Jackson. [BLOW&nbsp- offer views on Trump's comments on Jackson & the Civil War, the betrayal of black people by the Republican Party, Jackson & the Trial of Tears.] [LORD&nbsp- offer views on the Democrat Party being built on race, Jackson's appeal to Trump as a dealmaker.]",644,6050,410,45366825,45703000,45596899,national,national,national,hard,hard,hard,hard,hard,national,national
